amount,txn_type,login_freq,sess_dur,pattern,age,anomaly
640.195954354345,transfer,5,59,focused,established,low_risk
233.08049096906916,sale,6,122,high_value,veteran,moderate_risk
425.3455717916576,purchase,4,54,focused,established,low_risk
535.561642962101,transfer,6,96,high_value,veteran,low_risk
498.4151053188293,purchase,2,38,random,new,low_risk
642.6053779532411,purchase,4,52,focused,established,low_risk
1031.4584579839466,sale,7,117,high_value,veteran,moderate_risk
1122.7974747474818,purchase,1,28,random,new,low_risk
580.3915058128921,phishing,1,34,random,new,high_risk
457.4262678511349,purchase,3,46,focused,established,low_risk
832.4318632509733,purchase,4,46,focused,established,low_risk
18.465736985783735,transfer,5,55,focused,established,low_risk
1019.7655329469485,sale,1,23,random,new,moderate_risk
54.092476766286325,transfer,8,146,high_value,veteran,low_risk
766.2413212088563,purchase,5,58,focused,established,low_risk
676.7802192071239,purchase,2,30,random,new,low_risk
496.88597603086913,sale,7,91,high_value,veteran,moderate_risk
545.1608731913688,purchase,4,73,focused,established,low_risk
628.7355376656577,scam,1,38,random,new,high_risk
341.824881098211,purchase,2,24,random,new,low_risk
493.54812346188515,transfer,6,144,high_value,veteran,low_risk
395.1107269516472,sale,8,102,high_value,veteran,low_risk
390.34513268460046,sale,1,27,random,new,low_risk
83.22882967814598,purchase,5,76,focused,established,low_risk
285.75896424216205,sale,2,32,random,new,low_risk
309.0460887415845,transfer,8,109,high_value,veteran,low_risk
450.96686913884474,purchase,5,68,focused,established,low_risk
151.88175585906356,purchase,2,39,random,new,low_risk
623.9967496210637,purchase,4,66,focused,established,low_risk
532.3392505008749,sale,8,126,high_value,veteran,low_risk
837.4741737585116,purchase,4,55,focused,established,low_risk
379.560095231775,transfer,8,139,high_value,veteran,low_risk
347.09533429660456,transfer,5,49,focused,established,low_risk
422.8570978547001,transfer,3,51,focused,established,low_risk
857.8397067603491,purchase,3,61,focused,established,low_risk
376.3467479607321,transfer,5,62,focused,established,low_risk
558.2966392673399,sale,8,109,high_value,veteran,low_risk
282.41596885230814,purchase,4,47,focused,established,low_risk
245.6168517533649,transfer,3,47,focused,established,low_risk
753.9231864775679,sale,2,27,random,new,moderate_risk
574.862212388387,transfer,8,87,high_value,veteran,low_risk
723.434017991816,transfer,4,72,focused,established,low_risk
313.7818546875834,sale,8,138,high_value,veteran,moderate_risk
405.6380674834694,sale,8,80,high_value,veteran,low_risk
133.2689083994626,purchase,3,42,focused,established,low_risk
649.7292808734811,purchase,4,56,focused,established,low_risk
226.31834229342314,scam,2,32,random,new,high_risk
1050.4880650851228,sale,8,126,high_value,veteran,moderate_risk
709.1885904496228,transfer,1,21,random,new,low_risk
570.5181569482875,transfer,2,21,random,new,low_risk
807.1545012729673,purchase,3,65,focused,established,low_risk
58.39030204986267,sale,7,100,high_value,veteran,low_risk
898.1626789345048,purchase,2,30,random,new,low_risk
585.992492146216,sale,8,148,high_value,veteran,moderate_risk
849.3399337860069,purchase,4,64,focused,established,low_risk
440.7614564613568,transfer,7,125,high_value,veteran,low_risk
574.7366285829144,sale,2,33,random,new,low_risk
623.48224979856,transfer,4,43,focused,established,low_risk
529.9254963858812,purchase,4,60,focused,established,low_risk
547.8601827852287,transfer,5,51,focused,established,low_risk
575.1558108745357,transfer,3,67,focused,established,low_risk
721.2414515769349,transfer,8,81,high_value,veteran,low_risk
755.8051874751254,transfer,6,154,high_value,veteran,low_risk
874.3577480993429,sale,6,95,high_value,veteran,moderate_risk
374.82148861028236,purchase,3,74,focused,established,low_risk
319.49908708530074,sale,6,145,high_value,veteran,moderate_risk
260.53951477719215,purchase,3,77,focused,established,low_risk
533.9293721554805,purchase,1,27,random,new,low_risk
223.99779934029442,purchase,4,78,focused,established,low_risk
371.50837370533816,transfer,5,59,focused,established,low_risk
755.5855446269222,purchase,2,35,random,new,low_risk
147.83750080955542,purchase,2,24,random,new,low_risk
435.21109693382823,transfer,1,28,random,new,low_risk
798.8718250016626,phishing,2,28,random,new,high_risk
242.59317164144875,transfer,2,26,random,new,low_risk
496.975809674429,sale,7,80,high_value,veteran,low_risk
462.56615618686607,transfer,3,52,focused,established,low_risk
737.3909921631306,sale,7,136,high_value,veteran,moderate_risk
1025.5572076965727,sale,1,34,random,new,moderate_risk
1118.9836417385748,sale,8,150,high_value,veteran,moderate_risk
642.0660483147882,sale,6,134,high_value,veteran,moderate_risk
0.01,phishing,1,39,random,new,high_risk
309.7059246986647,purchase,3,69,focused,established,low_risk
674.181433523235,purchase,5,66,focused,established,low_risk
0.01,transfer,7,142,high_value,veteran,low_risk
1112.742097849873,transfer,2,25,random,new,low_risk
289.44949741720006,sale,7,125,high_value,veteran,moderate_risk
780.7213613802321,sale,2,21,random,new,low_risk
457.9780991397314,sale,2,35,random,new,low_risk
687.7596605345911,purchase,4,72,focused,established,low_risk
619.199941707769,purchase,3,67,focused,established,low_risk
391.0124773310455,sale,7,126,high_value,veteran,low_risk
486.76862917072884,purchase,4,48,focused,established,low_risk
866.7112493608925,sale,6,125,high_value,veteran,moderate_risk
607.6273481832518,transfer,5,55,focused,established,low_risk
503.94205046183845,transfer,3,42,focused,established,low_risk
481.4827972647704,purchase,5,68,focused,established,low_risk
461.0805672002144,sale,7,98,high_value,veteran,low_risk
513.8036817538374,purchase,4,78,focused,established,low_risk
385.571374315468,sale,8,95,high_value,veteran,low_risk
220.86435960896455,purchase,5,40,focused,established,low_risk
549.849000150459,scam,1,23,random,new,high_risk
249.9628716805241,purchase,5,75,focused,established,low_risk
558.9148535377317,transfer,1,25,random,new,low_risk
708.0377133273282,scam,1,38,random,new,high_risk
347.08168064320245,transfer,2,24,random,new,low_risk
234.50631616096894,transfer,6,118,high_value,veteran,low_risk
772.1965865678894,purchase,4,76,focused,established,low_risk
547.0158539017045,transfer,6,141,high_value,veteran,low_risk
425.09347157305,transfer,1,35,random,new,low_risk
673.0883365771144,purchase,5,78,focused,established,low_risk
304.1790563643515,purchase,5,58,focused,established,low_risk
31.55761272174317,transfer,6,92,high_value,veteran,low_risk
948.8450869833098,purchase,3,75,focused,established,low_risk
566.9138033380999,purchase,2,30,random,new,low_risk
166.70608421344997,sale,6,102,high_value,veteran,moderate_risk
220.2517736337254,sale,1,20,random,new,low_risk
164.7095621123393,purchase,5,71,focused,established,low_risk
396.89019004814037,sale,6,123,high_value,veteran,low_risk
577.8071750971069,sale,6,100,high_value,veteran,low_risk
1080.743544689914,purchase,4,68,focused,established,low_risk
905.5492152739603,sale,7,92,high_value,veteran,moderate_risk
560.0315005289036,sale,2,36,random,new,low_risk
755.7654304624427,transfer,5,50,focused,established,low_risk
318.623722711564,transfer,5,72,focused,established,low_risk
523.1943481701418,purchase,2,36,random,new,low_risk
677.8605538966431,transfer,7,143,high_value,veteran,low_risk
136.73987841975128,sale,7,104,high_value,veteran,low_risk
463.8209094097547,transfer,6,88,high_value,veteran,low_risk
300.6423689436477,transfer,7,124,high_value,veteran,low_risk
539.3695652545812,purchase,4,73,focused,established,low_risk
763.0894738952367,purchase,4,47,focused,established,low_risk
612.408977118597,sale,8,100,high_value,veteran,moderate_risk
543.5093956309561,sale,8,116,high_value,veteran,low_risk
927.1302191948269,purchase,2,25,random,new,low_risk
636.1522064002894,transfer,2,28,random,new,low_risk
115.01100689449447,transfer,2,32,random,new,low_risk
179.48332438369744,sale,6,146,high_value,veteran,low_risk
530.5950063226035,sale,6,146,high_value,veteran,low_risk
739.1386907103231,purchase,3,51,focused,established,low_risk
79.32490375791724,purchase,4,50,focused,established,low_risk
20.99606507779049,purchase,5,48,focused,established,low_risk
385.59745840660935,purchase,2,29,random,new,low_risk
652.8076748943733,transfer,7,91,high_value,veteran,low_risk
159.15728925412742,sale,7,152,high_value,veteran,low_risk
503.836918432548,transfer,4,44,focused,established,low_risk
99.13331537744972,purchase,5,44,focused,established,low_risk
527.5346566285642,sale,6,128,high_value,veteran,low_risk
617.7939855274597,purchase,3,42,focused,established,low_risk
252.45812412557655,sale,2,37,random,new,low_risk
0.01,purchase,4,71,focused,established,low_risk
398.2240305703235,purchase,2,23,random,new,low_risk
572.0382596709861,purchase,5,43,focused,established,low_risk
255.06956285675997,sale,7,125,high_value,veteran,low_risk
281.298456073783,transfer,8,138,high_value,veteran,low_risk
675.5119996795252,transfer,7,134,high_value,veteran,low_risk
534.5838885375958,sale,6,87,high_value,veteran,low_risk
770.0373926883251,sale,6,99,high_value,veteran,moderate_risk
716.2927952088909,phishing,1,27,random,new,high_risk
547.5298570761893,purchase,2,37,random,new,low_risk
483.8118873293596,transfer,7,115,high_value,veteran,low_risk
448.4322044154036,transfer,2,37,random,new,low_risk
513.9612716144776,transfer,8,112,high_value,veteran,low_risk
728.3405112372083,purchase,5,52,focused,established,low_risk
679.9941673864942,sale,6,82,high_value,veteran,low_risk
803.3829362036231,sale,1,23,random,new,low_risk
727.9019356299827,phishing,1,36,random,new,high_risk
570.1967838253759,purchase,4,44,focused,established,low_risk
600.6929233376551,purchase,2,37,random,new,low_risk
645.5260771688376,purchase,1,39,random,new,low_risk
896.2604208993462,transfer,6,117,high_value,veteran,low_risk
351.0131036898111,purchase,3,40,focused,established,low_risk
344.4670817350943,purchase,4,47,focused,established,low_risk
637.65123015137,scam,1,22,random,new,high_risk
366.8552552625566,transfer,1,32,random,new,low_risk
564.9022409358179,transfer,3,79,focused,established,low_risk
367.4797797527082,transfer,6,115,high_value,veteran,low_risk
580.5284967074231,purchase,2,27,random,new,low_risk
863.1825556025462,sale,7,104,high_value,veteran,moderate_risk
786.2163815829751,sale,6,116,high_value,veteran,moderate_risk
859.9091067491297,sale,2,36,random,new,low_risk
582.1662621090802,purchase,1,32,random,new,low_risk
419.2619705779392,transfer,1,31,random,new,low_risk
580.151586190112,transfer,1,26,random,new,low_risk
566.2235836836088,purchase,3,51,focused,established,low_risk
341.56407793015575,sale,8,125,high_value,veteran,low_risk
747.6355605250446,scam,1,22,random,new,high_risk
251.76893772063366,transfer,2,34,random,new,low_risk
487.35918906550376,scam,2,30,random,new,high_risk
482.14650181064485,transfer,2,30,random,new,low_risk
589.7575053462435,transfer,8,145,high_value,veteran,low_risk
607.3983229146838,sale,8,85,high_value,veteran,moderate_risk
741.2148307475861,purchase,1,29,random,new,low_risk
135.4080034740432,purchase,5,68,focused,established,low_risk
770.3805207408035,scam,2,32,random,new,high_risk
955.0436273366704,sale,7,129,high_value,veteran,moderate_risk
331.9911139141544,purchase,2,24,random,new,low_risk
241.98061408034584,transfer,1,20,random,new,low_risk
657.5928063886108,sale,6,123,high_value,veteran,moderate_risk
216.11356429875423,purchase,2,20,random,new,low_risk
370.45126645777236,transfer,8,115,high_value,veteran,low_risk
392.3250031508396,purchase,3,42,focused,established,low_risk
847.8561646907633,sale,8,99,high_value,veteran,moderate_risk
929.2664256896634,sale,2,29,random,new,moderate_risk
748.8759403348582,sale,1,29,random,new,low_risk
888.3783325302305,purchase,1,29,random,new,low_risk
651.1708350615556,transfer,2,38,random,new,low_risk
697.0970613772461,purchase,3,41,focused,established,low_risk
128.27673244020076,transfer,1,37,random,new,low_risk
811.005087772864,sale,8,82,high_value,veteran,moderate_risk
185.94227347785295,sale,8,156,high_value,veteran,low_risk
200.41816861971427,transfer,4,48,focused,established,low_risk
386.300650858353,sale,8,89,high_value,veteran,low_risk
0.01,sale,8,86,high_value,veteran,moderate_risk
325.55174426989765,sale,7,145,high_value,veteran,low_risk
693.056787475909,transfer,5,59,focused,established,low_risk
997.2649643692247,purchase,1,28,random,new,low_risk
618.205852650752,transfer,7,128,high_value,veteran,low_risk
87.24397802053784,scam,1,22,random,new,high_risk
601.3707575902388,sale,7,114,high_value,veteran,moderate_risk
605.345426878127,purchase,5,50,focused,established,low_risk
407.8773382366566,transfer,2,38,random,new,low_risk
762.2103942540555,transfer,4,73,focused,established,low_risk
471.5286117632778,sale,7,137,high_value,veteran,low_risk
683.5212113055168,purchase,2,32,random,new,low_risk
800.2864119952794,purchase,1,29,random,new,low_risk
513.4621608769315,purchase,4,69,focused,established,low_risk
285.29066854885554,sale,8,87,high_value,veteran,low_risk
471.95343392145367,transfer,4,59,focused,established,low_risk
252.16972009345253,transfer,4,53,focused,established,low_risk
523.8582119868621,purchase,1,38,random,new,low_risk
720.5289602727098,purchase,3,76,focused,established,low_risk
247.56476781793418,transfer,2,34,random,new,low_risk
822.6764718643624,purchase,3,65,focused,established,low_risk
761.0298937174675,sale,7,125,high_value,veteran,moderate_risk
441.0964349023188,sale,6,84,high_value,veteran,low_risk
563.6308233330599,sale,1,23,random,new,low_risk
682.7048419176389,transfer,1,27,random,new,low_risk
446.70574711357125,purchase,3,57,focused,established,low_risk
861.0350849641271,transfer,7,87,high_value,veteran,low_risk
454.7598256669106,phishing,1,23,random,new,high_risk
357.58099463426686,scam,1,34,random,new,high_risk
387.1978205423721,sale,7,102,high_value,veteran,low_risk
240.86737526832331,sale,8,90,high_value,veteran,low_risk
379.3613649034892,scam,2,31,random,new,high_risk
685.6335370194433,sale,2,29,random,new,low_risk
542.9830016510879,sale,7,112,high_value,veteran,low_risk
396.0961415236532,transfer,5,53,focused,established,low_risk
317.95700702334887,purchase,2,36,random,new,low_risk
757.6363876619841,transfer,8,87,high_value,veteran,low_risk
409.3454195601796,sale,8,90,high_value,veteran,moderate_risk
753.3007012531741,transfer,7,90,high_value,veteran,low_risk
388.54654623937273,sale,6,86,high_value,veteran,low_risk
578.5896187040908,transfer,8,128,high_value,veteran,low_risk
373.47633014273714,transfer,6,103,high_value,veteran,low_risk
471.31745857790054,purchase,5,71,focused,established,low_risk
516.5359213432168,transfer,1,22,random,new,low_risk
877.6434534254413,sale,8,116,high_value,veteran,moderate_risk
402.4194463437717,transfer,3,72,focused,established,low_risk
541.2855002739192,transfer,2,33,random,new,low_risk
452.2544261821822,sale,7,119,high_value,veteran,moderate_risk
59.68843469604053,sale,8,94,high_value,veteran,low_risk
0.01,transfer,3,56,focused,established,low_risk
304.4010309675494,purchase,4,66,focused,established,low_risk
148.04658283785005,phishing,2,24,random,new,high_risk
494.4874071283703,purchase,3,59,focused,established,low_risk
534.4650505001956,scam,1,39,random,new,high_risk
584.151687532696,transfer,3,79,focused,established,low_risk
715.9352805848996,scam,1,24,random,new,high_risk
419.7925103959143,purchase,3,67,focused,established,low_risk
903.0150457427865,sale,6,87,high_value,veteran,moderate_risk
659.8443925824994,scam,1,31,random,new,high_risk
504.9055695597626,sale,2,29,random,new,low_risk
200.54303779795652,sale,6,98,high_value,veteran,low_risk
552.323840203118,sale,2,35,random,new,low_risk
719.457770268063,purchase,4,43,focused,established,low_risk
400.6115892755844,sale,7,122,high_value,veteran,moderate_risk
637.9518698320525,sale,8,121,high_value,veteran,low_risk
333.75087382949005,sale,6,121,high_value,veteran,low_risk
556.5571580883862,transfer,7,157,high_value,veteran,low_risk
690.5229867459212,transfer,5,61,focused,established,low_risk
192.9454242719338,transfer,2,38,random,new,low_risk
668.0582181758916,sale,2,27,random,new,low_risk
449.31148516619504,purchase,2,38,random,new,low_risk
660.8251180687262,sale,1,24,random,new,low_risk
626.2881330249436,sale,6,148,high_value,veteran,low_risk
605.0807050582806,sale,2,21,random,new,low_risk
1044.2333363398589,purchase,2,36,random,new,low_risk
648.8360306666527,purchase,4,57,focused,established,low_risk
625.6741956959827,purchase,2,31,random,new,low_risk
0.01,purchase,2,20,random,new,low_risk
1169.502172986421,purchase,2,37,random,new,low_risk
498.96697305782675,phishing,1,23,random,new,high_risk
222.85085853290366,sale,8,94,high_value,veteran,low_risk
535.8852964777559,sale,8,140,high_value,veteran,low_risk
871.9205499181671,transfer,5,66,focused,established,low_risk
676.2185143431507,sale,6,154,high_value,veteran,low_risk
392.3842784374857,transfer,5,61,focused,established,low_risk
255.29146968777104,sale,6,84,high_value,veteran,low_risk
815.197814112753,transfer,8,102,high_value,veteran,low_risk
922.0059491856935,sale,6,112,high_value,veteran,moderate_risk
629.8275731579233,sale,6,87,high_value,veteran,low_risk
461.123902689848,transfer,3,71,focused,established,low_risk
0.01,transfer,2,32,random,new,low_risk
1155.1206245715418,sale,8,119,high_value,veteran,moderate_risk
312.17243384360836,sale,6,144,high_value,veteran,low_risk
266.18074206862815,transfer,7,99,high_value,veteran,low_risk
794.863008711239,sale,8,142,high_value,veteran,moderate_risk
283.9320414911843,purchase,3,54,focused,established,low_risk
384.96740569810197,purchase,5,40,focused,established,low_risk
377.716057708386,transfer,2,36,random,new,low_risk
551.944777458105,sale,8,138,high_value,veteran,low_risk
573.7725679211094,sale,1,23,random,new,low_risk
330.19120516821863,purchase,4,79,focused,established,low_risk
684.6046126756282,transfer,6,118,high_value,veteran,low_risk
609.5082266171933,sale,1,22,random,new,low_risk
0.01,phishing,2,29,random,new,high_risk
525.5846559960332,sale,1,22,random,new,low_risk
457.1508667076094,sale,8,103,high_value,veteran,low_risk
582.6516175722323,sale,6,87,high_value,veteran,low_risk
690.6338827235184,purchase,2,21,random,new,low_risk
253.29307884432532,sale,8,107,high_value,veteran,low_risk
695.2013168632615,sale,8,111,high_value,veteran,moderate_risk
538.3723896851485,scam,2,25,random,new,high_risk
279.4901871496139,sale,6,114,high_value,veteran,low_risk
806.2135740621186,sale,2,24,random,new,low_risk
173.70667567233505,purchase,5,57,focused,established,low_risk
389.90162856907307,sale,8,148,high_value,veteran,low_risk
287.1569945809498,purchase,2,25,random,new,low_risk
265.9186823319262,purchase,4,62,focused,established,low_risk
405.0916152176403,purchase,2,24,random,new,low_risk
542.381433442473,sale,8,156,high_value,veteran,low_risk
225.90101914047204,transfer,2,31,random,new,low_risk
491.74615067611217,sale,8,134,high_value,veteran,moderate_risk
93.67920932103334,purchase,3,52,focused,established,low_risk
364.9724066566256,sale,8,158,high_value,veteran,moderate_risk
289.41792449220304,sale,6,149,high_value,veteran,low_risk
655.2838309450199,transfer,7,96,high_value,veteran,low_risk
800.2230216897824,purchase,3,71,focused,established,low_risk
477.40850303839943,sale,8,89,high_value,veteran,low_risk
532.2482488256097,purchase,2,24,random,new,low_risk
629.7417746110921,purchase,1,33,random,new,low_risk
466.80543821459,purchase,2,21,random,new,low_risk
684.4117931339658,purchase,1,22,random,new,low_risk
557.2430720211736,scam,2,36,random,new,high_risk
566.465778581742,sale,1,31,random,new,low_risk
576.4857314065033,sale,1,27,random,new,low_risk
320.50332299334434,purchase,3,70,focused,established,low_risk
486.89377489128225,purchase,3,61,focused,established,low_risk
861.6653572900577,scam,2,34,random,new,high_risk
152.2946223562634,transfer,1,21,random,new,low_risk
900.638251945034,transfer,2,37,random,new,low_risk
579.7265897456111,transfer,2,35,random,new,low_risk
244.69829809972825,purchase,2,34,random,new,low_risk
690.6126762420635,purchase,3,67,focused,established,low_risk
563.5107621505158,sale,1,37,random,new,low_risk
722.9907707598666,purchase,2,31,random,new,low_risk
356.7972417713222,transfer,3,40,focused,established,low_risk
355.09726170179374,transfer,8,80,high_value,veteran,low_risk
551.1373561180314,sale,8,111,high_value,veteran,low_risk
857.4606153848342,purchase,1,26,random,new,low_risk
611.34944080031,sale,6,80,high_value,veteran,moderate_risk
211.66516689268894,phishing,2,33,random,new,high_risk
453.32729692884146,transfer,6,130,high_value,veteran,low_risk
680.026860109182,purchase,3,58,focused,established,low_risk
1073.139454033665,purchase,2,34,random,new,low_risk
358.5843365125694,purchase,2,32,random,new,low_risk
505.9197652821337,transfer,7,123,high_value,veteran,low_risk
698.771488212012,sale,7,82,high_value,veteran,low_risk
869.611416356172,transfer,2,23,random,new,low_risk
290.6449214414006,purchase,5,51,focused,established,low_risk
762.0428313966288,purchase,2,28,random,new,low_risk
512.5166253351014,sale,7,97,high_value,veteran,low_risk
221.5911986943829,transfer,3,72,focused,established,low_risk
712.5085884841385,purchase,2,38,random,new,low_risk
523.1747314224295,sale,2,21,random,new,low_risk
388.11633309386684,purchase,2,37,random,new,low_risk
299.01298992161014,scam,1,24,random,new,high_risk
512.8135855389481,transfer,4,70,focused,established,low_risk
611.2765934992809,phishing,2,24,random,new,high_risk
689.8354949126979,purchase,3,47,focused,established,low_risk
918.0492503730109,purchase,2,34,random,new,low_risk
865.166773040024,purchase,5,71,focused,established,low_risk
1157.3335133964629,scam,1,30,random,new,high_risk
505.794891695647,sale,1,35,random,new,low_risk
527.4936445819706,scam,2,30,random,new,high_risk
784.8850920139547,purchase,3,59,focused,established,low_risk
364.05770430886446,transfer,5,75,focused,established,low_risk
552.0535930401605,transfer,2,29,random,new,low_risk
426.5337083898703,purchase,3,79,focused,established,low_risk
702.3919068531461,sale,6,113,high_value,veteran,moderate_risk
577.2465931595767,purchase,5,58,focused,established,low_risk
586.4745634595182,transfer,3,54,focused,established,low_risk
41.761477815587625,sale,1,33,random,new,low_risk
586.4540818064174,transfer,3,68,focused,established,low_risk
614.6605548734524,scam,2,28,random,new,high_risk
14.606903330518264,transfer,2,30,random,new,low_risk
658.4276886023113,sale,7,137,high_value,veteran,moderate_risk
148.91132404629928,transfer,6,118,high_value,veteran,low_risk
113.73848243548463,scam,2,35,random,new,high_risk
775.2446011355166,purchase,5,68,focused,established,low_risk
666.6966610678628,sale,1,25,random,new,low_risk
232.62773297789852,phishing,1,31,random,new,high_risk
541.9853167579116,purchase,4,40,focused,established,low_risk
0.01,purchase,5,59,focused,established,low_risk
482.3809095311516,purchase,4,73,focused,established,low_risk
300.1706972835169,purchase,4,51,focused,established,low_risk
794.9034004769189,purchase,2,21,random,new,low_risk
429.76105951146843,transfer,4,44,focused,established,low_risk
467.73017921890096,purchase,4,58,focused,established,low_risk
521.1228005836216,scam,1,25,random,new,high_risk
570.6670613521642,sale,8,137,high_value,veteran,low_risk
697.7996946003783,sale,8,141,high_value,veteran,low_risk
449.89853717912086,purchase,4,64,focused,established,low_risk
670.2076926167828,transfer,2,38,random,new,low_risk
317.6905996237704,sale,7,135,high_value,veteran,low_risk
766.322403011548,sale,7,105,high_value,veteran,moderate_risk
315.4599896214358,scam,1,27,random,new,high_risk
65.21392092009387,purchase,4,68,focused,established,low_risk
222.71160348196508,sale,2,20,random,new,low_risk
852.6344413990815,sale,7,102,high_value,veteran,moderate_risk
1013.9146203196418,purchase,4,78,focused,established,low_risk
480.63028880669975,purchase,5,77,focused,established,low_risk
368.76560871942775,sale,7,99,high_value,veteran,moderate_risk
253.06060934708321,transfer,7,93,high_value,veteran,low_risk
48.20169332208184,transfer,1,28,random,new,low_risk
721.5380861772846,sale,7,145,high_value,veteran,moderate_risk
520.635523923588,sale,2,26,random,new,low_risk
159.70790311182304,scam,1,31,random,new,high_risk
1015.7007371770214,purchase,1,26,random,new,low_risk
270.8985695960639,transfer,6,129,high_value,veteran,low_risk
377.75167044589756,sale,8,140,high_value,veteran,low_risk
446.03616497513013,sale,6,141,high_value,veteran,low_risk
1064.3106524950554,purchase,4,50,focused,established,low_risk
738.7183712702333,scam,2,26,random,new,high_risk
852.3185891588416,sale,6,91,high_value,veteran,moderate_risk
326.55371308392023,sale,7,102,high_value,veteran,low_risk
707.5692243674462,sale,7,102,high_value,veteran,moderate_risk
712.0084411046345,sale,8,128,high_value,veteran,moderate_risk
792.9339285865972,sale,1,24,random,new,low_risk
650.3473950445317,purchase,2,25,random,new,low_risk
278.4218528096135,purchase,5,75,focused,established,low_risk
469.1524457569179,sale,7,131,high_value,veteran,low_risk
243.5033715678049,sale,2,30,random,new,low_risk
650.5800328763632,sale,6,135,high_value,veteran,low_risk
861.760973303772,sale,8,122,high_value,veteran,moderate_risk
212.6780651950117,purchase,5,74,focused,established,low_risk
224.86540847847465,sale,6,151,high_value,veteran,low_risk
315.23797982899464,sale,8,123,high_value,veteran,moderate_risk
373.49196849955115,sale,8,123,high_value,veteran,low_risk
522.3104271034208,purchase,3,62,focused,established,low_risk
977.0187831233104,purchase,1,32,random,new,low_risk
539.8518228670493,purchase,4,64,focused,established,low_risk
529.6136637421347,purchase,3,71,focused,established,low_risk
593.6923566204529,transfer,2,27,random,new,low_risk
214.57647427024375,transfer,7,108,high_value,veteran,low_risk
185.7749641186095,purchase,3,63,focused,established,low_risk
684.0009068882526,transfer,3,65,focused,established,low_risk
571.8461134088656,scam,2,27,random,new,high_risk
486.54754623024496,transfer,3,47,focused,established,low_risk
296.8691696077092,purchase,1,31,random,new,low_risk
422.37853293997205,sale,8,88,high_value,veteran,low_risk
464.8296686319123,sale,8,101,high_value,veteran,low_risk
43.6968366556618,transfer,3,43,focused,established,low_risk
453.0661456800768,sale,6,98,high_value,veteran,low_risk
455.52754549762756,sale,6,114,high_value,veteran,moderate_risk
564.8796573688536,scam,2,27,random,new,high_risk
152.895942601713,transfer,1,33,random,new,low_risk
614.2259874259072,purchase,4,41,focused,established,low_risk
442.9044017606088,sale,7,82,high_value,veteran,low_risk
441.4040451521343,sale,6,103,high_value,veteran,low_risk
605.5689792886011,scam,2,26,random,new,high_risk
874.3927706745638,sale,2,31,random,new,low_risk
325.2341312333618,sale,8,121,high_value,veteran,low_risk
642.4890196488844,purchase,4,66,focused,established,low_risk
533.0823816904424,purchase,3,59,focused,established,low_risk
752.4335445246584,purchase,2,20,random,new,low_risk
384.2284212386462,purchase,3,52,focused,established,low_risk
576.1135136761372,purchase,2,26,random,new,low_risk
385.23481148304217,sale,6,111,high_value,veteran,low_risk
387.57700049179743,sale,6,105,high_value,veteran,moderate_risk
650.9055040647665,transfer,3,65,focused,established,low_risk
387.45688064647754,scam,1,27,random,new,high_risk
739.0850275281579,transfer,1,21,random,new,low_risk
374.01203756247355,transfer,1,37,random,new,low_risk
27.70375772479781,transfer,6,90,high_value,veteran,low_risk
440.39219851909,purchase,3,60,focused,established,low_risk
544.6771492687213,transfer,2,34,random,new,low_risk
650.7395620597553,purchase,5,70,focused,established,low_risk
456.956242815617,transfer,3,77,focused,established,low_risk
621.0549062846233,transfer,8,108,high_value,veteran,low_risk
794.1463373991446,transfer,5,66,focused,established,low_risk
524.0705395887658,transfer,1,21,random,new,low_risk
158.45051455317645,purchase,4,58,focused,established,low_risk
492.3374113039651,purchase,3,49,focused,established,low_risk
400.74218367681306,transfer,8,100,high_value,veteran,low_risk
371.5858190962784,transfer,7,154,high_value,veteran,low_risk
564.8489160264182,scam,1,23,random,new,high_risk
448.6397012212271,sale,7,149,high_value,veteran,low_risk
551.6948311984951,sale,6,158,high_value,veteran,low_risk
413.35482519276854,sale,8,149,high_value,veteran,moderate_risk
828.1642596815509,sale,8,90,high_value,veteran,moderate_risk
731.673946909507,sale,6,114,high_value,veteran,moderate_risk
0.01,transfer,1,21,random,new,low_risk
482.10840093527486,transfer,2,32,random,new,low_risk
0.01,sale,6,136,high_value,veteran,low_risk
468.78535466119894,transfer,2,20,random,new,low_risk
918.1066658502353,purchase,5,56,focused,established,low_risk
237.5439239450822,purchase,4,66,focused,established,low_risk
553.5169930590515,sale,6,148,high_value,veteran,low_risk
651.592010026568,sale,7,131,high_value,veteran,moderate_risk
384.46132995117745,transfer,5,71,focused,established,low_risk
159.9202619314961,purchase,3,75,focused,established,low_risk
937.2785538883543,purchase,2,30,random,new,low_risk
791.8922293208914,purchase,1,20,random,new,low_risk
583.3181955400422,purchase,2,27,random,new,low_risk
90.7887184193363,purchase,2,25,random,new,low_risk
395.2052370175538,purchase,1,35,random,new,low_risk
457.94024437266125,transfer,1,38,random,new,low_risk
25.392355318162004,scam,2,28,random,new,high_risk
591.9010565196421,purchase,1,34,random,new,low_risk
320.11089556275164,transfer,1,35,random,new,low_risk
454.1688482068787,phishing,2,35,random,new,high_risk
753.1896129092232,transfer,1,29,random,new,low_risk
316.87930433669635,phishing,1,23,random,new,high_risk
570.1786544194745,transfer,1,34,random,new,low_risk
445.3201861299621,purchase,4,75,focused,established,low_risk
496.05625165135956,sale,6,92,high_value,veteran,moderate_risk
493.70528376427967,purchase,3,56,focused,established,low_risk
683.6309882974408,purchase,1,35,random,new,low_risk
